ro_id,machine_model,machine_age_years,operating_hours,symptom_text,failure_code,subsystem,environment,technician_notes,downtime_hours,estimated_total_parts_cost,created_at
RO000882,SEDAN-B,1.6,17941,Coolant temperature high,FC-CLG-11,engine_cooling,city_stopgo,Observed: Coolant temperature high. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,1.3,312.71,2023-05-31 11:20:17
RO000883,SUV-Z,8.7,22081,Intake actuator delayed,FC-PNE-07,pneumatic_intake,city_stopgo,Observed: Intake actuator delayed. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,4.32,205.25,2024-02-09 07:37:32
RO000884,SUV-Z,6.9,30633,Intermittent electrical fault,FC-ELC-22,electrical_power,dusty,Observed: Intermittent electrical fault. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,4.49,122.12,2025-01-16 09:05:17
RO000885,COUPE-R,2.8,26853,Intermittent electrical fault,FC-ELC-22,electrical_power,dusty,Observed: Intermittent electrical fault. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,9.43,253.43,2026-06-17 17:14:23
RO000886,SUV-X,6.5,23091,Air regulation unstable,FC-PNE-07,pneumatic_intake,dusty,Observed: Air regulation unstable. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,8.18,279.86,2026-01-28 05:49:37
RO000887,SUV-X,3.9,11117,Intake actuator delayed,FC-PNE-07,pneumatic_intake,high_humidity,Observed: Intake actuator delayed. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,7.96,267.38,2025-10-15 22:58:08
RO000888,SUV-X,12.4,19503,Air regulation unstable,FC-PNE-07,pneumatic_intake,city_stopgo,Observed: Air regulation unstable. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,3.74,205.25,2026-01-05 14:48:04
RO000889,SEDAN-A,13.5,10752,Drive transfer slip,FC-DRV-19,drivetrain,normal,Observed: Drive transfer slip. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,4.83,319.12,2026-02-12 11:39:13
RO000890,SUV-Z,7.7,27433,Driveline vibration under load,FC-DRV-19,drivetrain,normal,Observed: Driveline vibration under load. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,7.21,181.54,2023-09-28 07:06:50
RO000891,SEDAN-A,8.0,18706,Radiator efficiency low,FC-CLG-11,engine_cooling,high_temp,Observed: Radiator efficiency low. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,5.59,210.86,2024-05-13 21:41:00
RO000892,SUV-Z,8.5,100,Intermittent electrical fault,FC-ELC-22,electrical_power,highway_longhaul,Observed: Intermittent electrical fault. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,4.91,203.04,2023-09-09 19:08:15
RO000893,SEDAN-A,7.3,5791,Intermittent electrical fault,FC-ELC-22,electrical_power,high_temp,Observed: Intermittent electrical fault. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,6.27,166.8,2023-01-09 03:13:22
RO000894,COUPE-R,5.8,29043,Line speed not maintained,FC-ACC-09,conveyor_like_accessory,high_temp,Observed: Line speed not maintained. Inspected conveyor_like_accessory subsystem. Replaced primary component and verified normal operation.,8.65,150.37,2023-11-19 07:13:13
RO000895,COUPE-R,4.9,13793,Coolant temperature high,FC-CLG-11,engine_cooling,dusty,Observed: Coolant temperature high. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,5.35,376.64,2025-08-29 15:14:16
RO000896,TRUCK-T1,4.9,16560,Radiator efficiency low,FC-CLG-11,engine_cooling,dusty,Observed: Radiator efficiency low. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,3.98,239.09,2025-12-28 11:55:46
RO000897,TRUCK-T1,2.5,19981,Driveline vibration under load,FC-DRV-19,drivetrain,dusty,Observed: Driveline vibration under load. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,6.76,447.54,2025-08-19 00:45:15
RO000898,TRUCK-T2,3.7,22162,Intermittent electrical fault,FC-ELC-22,electrical_power,dusty,Observed: Intermittent electrical fault. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,4.24,203.04,2024-02-10 06:21:09
RO000899,SEDAN-A,7.4,21562,Hydraulic pressure unstable,FC-HYD-04,hydraulic_brake,high_temp,Observed: Hydraulic pressure unstable. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,5.43,256.6,2025-02-05 17:04:06
RO000900,SEDAN-B,8.1,10868,Pneumatic valve not switching,FC-PNE-07,pneumatic_intake,city_stopgo,Observed: Pneumatic valve not switching. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,5.11,205.25,2025-01-13 17:53:40
RO000901,SEDAN-A,5.8,9027,Intake actuator delayed,FC-PNE-07,pneumatic_intake,normal,Observed: Intake actuator delayed. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,5.15,205.25,2023-02-10 22:32:29
RO000902,SUV-X,1.1,11070,Air regulation unstable,FC-PNE-07,pneumatic_intake,normal,Observed: Air regulation unstable. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,4.93,124.29,2024-11-11 08:03:57
RO000903,SEDAN-B,5.6,13068,Coolant temperature high,FC-CLG-11,engine_cooling,city_stopgo,Observed: Coolant temperature high. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,5.38,312.71,2023-01-16 14:40:41
RO000904,SUV-X,8.2,21996,Coolant temperature high,FC-CLG-11,engine_cooling,dusty,Observed: Coolant temperature high. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,4.2,175.16,2023-10-08 13:00:46
RO000905,SEDAN-B,2.3,6663,Control unit reset observed,FC-ELC-22,electrical_power,normal,Observed: Control unit reset observed. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,4.53,208.63,2024-01-24 16:05:21
RO000906,TRUCK-T1,5.3,8840,Hydraulic pressure unstable,FC-HYD-04,hydraulic_brake,highway_longhaul,Observed: Hydraulic pressure unstable. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,2.91,135.6,2024-01-15 08:39:06
RO000907,TRUCK-T1,4.9,16451,Accessory drive noise,FC-ACC-09,conveyor_like_accessory,normal,Observed: Accessory drive noise. Inspected conveyor_like_accessory subsystem. Replaced primary component and verified normal operation.,6.69,289.72,2023-11-13 05:04:40
RO000908,COUPE-R,4.5,11696,Coolant temperature high,FC-CLG-11,engine_cooling,highway_longhaul,Observed: Coolant temperature high. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,3.65,406.88,2026-04-02 03:08:31
RO000909,VAN-C,6.4,8212,Air regulation unstable,FC-PNE-07,pneumatic_intake,dusty,Observed: Air regulation unstable. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,6.65,124.29,2023-03-10 23:55:54
RO000910,TRUCK-T2,0.2,12122,Drive transfer slip,FC-DRV-19,drivetrain,high_humidity,Observed: Drive transfer slip. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,6.1,375.61,2026-06-12 16:04:26
RO000911,VAN-C,7.1,36544,Intermittent electrical fault,FC-ELC-22,electrical_power,highway_longhaul,Observed: Intermittent electrical fault. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,6.2,122.12,2025-11-19 04:32:09
RO000912,VAN-C,3.0,14236,Intake actuator delayed,FC-PNE-07,pneumatic_intake,dusty,Observed: Intake actuator delayed. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,1.95,205.25,2026-03-04 07:14:43
RO000913,SEDAN-A,6.2,8335,Brake pedal spongy,FC-HYD-04,hydraulic_brake,city_stopgo,Observed: Brake pedal spongy. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,7.33,135.6,2024-03-02 01:31:20
RO000914,COUPE-R,4.6,14065,Drive transfer slip,FC-DRV-19,drivetrain,dusty,Observed: Drive transfer slip. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,4.23,185.36,2023-01-27 19:44:55
RO000915,SEDAN-B,12.6,12430,Hydraulic pressure unstable,FC-HYD-04,hydraulic_brake,high_humidity,Observed: Hydraulic pressure unstable. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,9.17,135.6,2025-08-06 02:41:47
RO000916,SUV-X,9.3,18856,Brake pedal spongy,FC-HYD-04,hydraulic_brake,high_temp,Observed: Brake pedal spongy. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,6.24,128.3,2025-09-06 04:42:38
RO000917,TRUCK-T2,7.9,100,Unexpected power cut,FC-ELC-22,electrical_power,normal,Observed: Unexpected power cut. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,4.94,143.52,2025-05-09 16:32:07
RO000918,SEDAN-B,9.5,14608,Brake pressure drop,FC-HYD-04,hydraulic_brake,city_stopgo,Observed: Brake pressure drop. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,2.69,128.3,2024-11-20 10:32:10
RO000919,TRUCK-T2,6.3,28632,Brake pressure drop,FC-HYD-04,hydraulic_brake,city_stopgo,Observed: Brake pressure drop. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,7.99,167.03,2026-05-09 08:54:03
RO000920,SEDAN-A,6.3,22611,Radiator efficiency low,FC-CLG-11,engine_cooling,high_humidity,Observed: Radiator efficiency low. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,4.77,241.1,2023-08-22 02:45:48
RO000921,SEDAN-B,0.5,7604,Hydraulic pressure unstable,FC-HYD-04,hydraulic_brake,normal,Observed: Hydraulic pressure unstable. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,8.63,135.6,2023-12-15 20:59:12
RO000922,COUPE-R,5.5,13052,Radiator efficiency low,FC-CLG-11,engine_cooling,high_humidity,Observed: Radiator efficiency low. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,4.9,175.16,2024-02-23 03:51:33
RO000923,TRUCK-T2,13.2,28007,Brake pedal spongy,FC-HYD-04,hydraulic_brake,highway_longhaul,Observed: Brake pedal spongy. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,9.94,248.34,2023-06-29 07:03:16
RO000924,COUPE-R,5.9,17364,Radiator efficiency low,FC-CLG-11,engine_cooling,city_stopgo,Observed: Radiator efficiency low. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,2.47,274.79,2023-12-24 20:03:51
RO000925,TRUCK-T1,11.7,5657,Intake actuator delayed,FC-PNE-07,pneumatic_intake,high_humidity,Observed: Intake actuator delayed. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,5.93,323.19,2024-06-14 14:43:11
RO000926,SEDAN-B,2.7,10289,Line speed not maintained,FC-ACC-09,conveyor_like_accessory,high_temp,Observed: Line speed not maintained. Inspected conveyor_like_accessory subsystem. Replaced primary component and verified normal operation.,3.83,289.72,2023-02-22 22:25:58
RO000927,TRUCK-T2,4.4,10687,Intermittent electrical fault,FC-ELC-22,electrical_power,high_humidity,Observed: Intermittent electrical fault. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,4.4,163.99,2025-07-07 19:53:53
RO000928,SUV-X,9.4,6161,Control unit reset observed,FC-ELC-22,electrical_power,highway_longhaul,Observed: Control unit reset observed. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,5.94,245.96,2023-10-12 23:32:26
RO000929,COUPE-R,10.8,10894,Hydraulic pressure unstable,FC-HYD-04,hydraulic_brake,dusty,Observed: Hydraulic pressure unstable. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,4.06,135.6,2024-05-12 18:45:09
RO000930,VAN-C,5.7,24437,Coolant leak suspected,FC-CLG-11,engine_cooling,high_humidity,Observed: Coolant leak suspected. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,5.89,274.79,2024-05-16 10:51:32
RO000931,VAN-C,4.6,18871,Belt slipping,FC-ACC-09,conveyor_like_accessory,city_stopgo,Observed: Belt slipping. Inspected conveyor_like_accessory subsystem. Replaced primary component and verified normal operation.,3.3,150.37,2024-03-08 06:08:38
RO000932,SUV-Z,8.9,18268,Brake pedal spongy,FC-HYD-04,hydraulic_brake,high_temp,Observed: Brake pedal spongy. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,4.88,102.65,2024-03-24 03:16:11
RO000933,SUV-X,3.6,7906,Coolant leak suspected,FC-CLG-11,engine_cooling,normal,Observed: Coolant leak suspected. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,6.57,241.1,2025-07-18 13:39:12
RO000934,VAN-C,10.8,9901,Line speed not maintained,FC-ACC-09,conveyor_like_accessory,highway_longhaul,Observed: Line speed not maintained. Inspected conveyor_like_accessory subsystem. Replaced primary component and verified normal operation.,6.42,206.2,2024-11-22 00:15:57
RO000935,COUPE-R,0.2,10323,Radiator efficiency low,FC-CLG-11,engine_cooling,high_humidity,Observed: Radiator efficiency low. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,5.44,276.8,2023-05-15 22:31:05
RO000936,TRUCK-T1,3.3,7507,Radiator efficiency low,FC-CLG-11,engine_cooling,dusty,Observed: Radiator efficiency low. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,4.16,198.0,2025-09-06 15:21:52
RO000937,TRUCK-T2,7.5,13501,Coolant leak suspected,FC-CLG-11,engine_cooling,high_temp,Observed: Coolant leak suspected. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,1.02,132.06,2025-05-17 02:05:47
RO000938,SUV-Z,0.2,10145,Drive transfer slip,FC-DRV-19,drivetrain,high_humidity,Observed: Drive transfer slip. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,6.42,189.59,2024-12-31 07:10:22
RO000939,SUV-Z,0.2,11002,Coolant leak suspected,FC-CLG-11,engine_cooling,normal,Observed: Coolant leak suspected. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,4.45,210.86,2024-11-05 16:34:40
RO000940,SUV-Z,11.4,11919,Control unit reset observed,FC-ELC-22,electrical_power,highway_longhaul,Observed: Control unit reset observed. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,6.27,197.3,2024-06-25 16:37:08
RO000941,VAN-C,7.0,100,Unexpected power cut,FC-ELC-22,electrical_power,city_stopgo,Observed: Unexpected power cut. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,7.04,310.86,2024-07-08 18:41:31
RO000942,COUPE-R,7.3,19066,Torque transfer delay,FC-DRV-19,drivetrain,high_humidity,Observed: Torque transfer delay. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,13.35,185.36,2024-01-20 07:36:03
RO000943,COUPE-R,0.2,28797,Torque transfer delay,FC-DRV-19,drivetrain,city_stopgo,Observed: Torque transfer delay. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,4.93,185.36,2024-10-02 00:34:55
RO000944,VAN-C,7.5,14635,Unexpected power cut,FC-ELC-22,electrical_power,dusty,Observed: Unexpected power cut. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,4.65,122.12,2024-10-22 12:34:41
